gameId,blueWins,blueTotalGolds,blueCurrentGolds,blueTotalLevel,blueAvgLevel,blueTotalMinionKills,blueTotalJungleMinionKills,blueFirstBlood,blueKill,blueDeath,blueAssist,blueWardPlaced,blueWardKills,blueFirstTower,blueFirstInhibitor,blueTowerKills,blueMidTowerKills,blueTopTowerKills,blueBotTowerKills,blueInhibitor,blueFirstDragon,blueDragon,blueRiftHeralds,redWins,redTotalGolds,redCurrentGolds,redTotalLevel,redAvgLevel,redTotalMinionKills,redTotalJungleMinionKills,redFirstBlood,redKill,redDeath,redAssist,redWardPlaced,redWardKills,redFirstTower,redFirstInhibitor,redTowerKills,redMidTowerKills,redTopTowerKills,redBotTowerKills,redInhibitor,redFirstDragon,redDragon,redRiftHeralds
4247263043,0,24081,1190,44,8.8,309,74,0,8,14,14,29,8,0,0,0,0,0,0,0,0,0,0,1,30099,6073,48,9.6,366,76,0,14,8,34,31,12,1,0,2,1,0,1,0,1,2,1
4247155821,1,24162,2212,46,9.2,393,64,0,5,6,5,31,6,0,0,0,0,0,0,0,0,0,1,0,26015,3900,48,9.6,394,89,0,6,5,5,26,11,1,0,1,0,1,0,0,0,0,0
4243963257,0,22413,1563,41,8.2,300,62,0,5,20,8,28,7,0,0,0,0,0,0,0,0,0,0,1,34296,5496,50,10,388,85,0,20,5,20,39,9,1,0,4,2,1,1,0,1,2,1
4241678498,0,23837,3197,46,9.2,370,96,0,6,13,9,108,9,0,0,0,0,0,0,0,1,1,0,1,27824,5223,48,9.6,405,72,0,13,6,24,26,13,1,0,1,0,1,0,0,0,0,1
4241538868,1,27688,3663,44,8.8,381,66,0,9,10,10,36,11,0,0,1,0,1,0,0,1,1,1,0,25826,2909,47,9.4,329,87,0,10,9,17,41,9,1,0,2,1,0,1,0,0,0,0
4241394461,1,28396,3293,45,9,357,86,0,12,12,15,147,11,1,0,2,0,2,0,0,0,0,1,0,27282,4047,47,9.4,369,76,0,12,12,22,45,7,0,0,1,0,0,1,0,1,1,0
4233222221,0,24187,3547,43,8.6,345,80,0,5,8,6,31,9,1,0,1,0,0,1,0,0,0,1,1,24944,4066,45,9,378,85,0,8,5,9,39,12,0,0,0,0,0,0,0,1,2,0
4233113995,1,29686,3926,46,9.2,386,85,0,14,12,23,44,15,1,0,1,0,0,1,0,0,1,0,0,27695,2497,44,8.8,342,79,0,12,14,13,190,9,0,0,1,0,1,0,0,1,1,1
4231100932,1,27722,3897,46,9.2,433,73,0,9,11,12,62,27,0,0,0,0,0,0,0,0,1,1,0,25970,4350,47,9.4,382,86,0,11,9,10,45,15,0,0,0,0,0,0,0,1,1,0
4229230455,1,29116,7604,51,10.2,383,84,0,14,9,21,31,13,1,0,1,0,0,1,0,1,1,1,0,25939,4004,47,9.4,377,76,0,9,14,8,33,11,0,0,0,0,0,0,0,0,0,0
4229039003,0,4918,2918,12,2.4,38,12,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,4834,2334,13,2.6,48,20,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0
4228952659,1,33405,6080,51,10.2,421,109,0,16,6,13,30,9,1,0,3,1,1,1,0,1,1,1,0,22355,3560,43,8.6,342,76,0,6,16,4,22,7,0,0,1,0,1,0,0,0,0,0
4228244819,1,27930,6645,47,9.4,372,91,0,9,5,13,44,7,0,0,2,1,0,1,0,1,2,0,0,25526,3581,46,9.2,371,76,0,5,9,3,39,8,1,0,2,0,2,0,0,0,0,1
4227123625,0,25659,1909,45,9,421,109,0,3,11,5,38,20,1,0,1,0,1,0,0,0,0,1,1,25190,2780,47,9.4,371,69,0,11,3,27,196,13,0,0,1,0,1,0,0,1,1,0
4222795586,1,27320,2780,49,9.8,400,67,0,14,13,15,29,7,0,0,0,0,0,0,0,0,1,0,0,27022,2062,47,9.4,351,96,0,13,14,16,24,7,0,0,0,0,0,0,0,1,1,1
4222632382,0,24918,3043,45,9,372,72,0,7,12,10,32,10,0,0,1,0,0,1,0,0,0,0,1,27546,1526,47,9.4,378,93,0,12,7,18,41,10,1,0,1,0,1,0,0,1,2,1
4219736584,0,27083,4618,47,9.4,370,87,0,10,11,12,28,17,1,0,2,0,1,1,0,1,1,0,1,25647,2847,46,9.2,354,81,0,11,10,10,33,5,0,0,0,0,0,0,0,0,1,1
4219647531,1,30990,1876,50,10,367,127,0,15,5,28,92,8,1,0,2,1,0,1,0,1,2,1,0,23921,2136,44,8.8,394,76,0,5,15,8,29,9,0,0,0,0,0,0,0,0,0,0
4219545724,0,26229,3261,47,9.4,441,82,0,5,9,6,27,4,1,0,1,0,1,0,0,0,0,1,1,24481,1881,47,9.4,375,77,0,9,5,12,36,11,0,0,0,0,0,0,0,1,1,0
4219463634,1,27146,3026,48,9.6,373,102,0,12,6,18,28,10,0,0,0,0,0,0,0,1,1,0,0,25288,4633,43,8.6,357,77,0,6,12,7,87,7,1,0,1,0,1,0,0,0,0,1
4217069365,1,25590,3665,46,9.2,396,103,0,6,4,10,98,10,0,0,0,0,0,0,0,1,2,1,0,22916,2142,44,8.8,377,72,0,4,6,9,34,12,1,0,1,0,0,1,0,0,0,0
4216998163,0,25720,3400,47,9.4,363,102,0,8,14,4,47,8,0,0,1,0,0,1,0,1,2,0,1,28900,4002,46,9.2,344,68,0,14,8,22,195,11,1,0,2,1,1,0,0,0,0,1
4214820366,1,27611,5451,46,9.2,392,78,0,10,6,15,39,16,1,0,1,0,0,1,0,1,2,1,0,23732,3457,45,9,347,93,0,6,10,12,32,13,0,0,0,0,0,0,0,0,0,0
4208036316,0,25689,1964,47,9.4,366,89,0,8,6,16,57,10,0,0,0,0,0,0,0,0,1,1,1,26717,5023,48,9.6,424,83,0,6,8,9,35,18,1,0,1,0,0,1,0,1,1,0
4205806443,1,24435,1815,45,9,385,80,0,7,8,8,58,10,0,0,0,0,0,0,0,0,0,1,0,26779,4901,48,9.6,406,92,0,8,7,15,32,11,0,0,0,0,0,0,0,1,1,0
4205778093,1,32316,3471,49,9.8,364,91,0,23,3,27,83,9,1,0,3,2,0,1,0,1,2,1,0,19693,728,39,7.8,266,51,0,3,23,5,64,9,0,0,0,0,0,0,0,0,0,0
4205718397,1,27152,2136,50,10,356,80,0,13,6,15,69,9,0,0,0,0,0,0,0,1,1,0,0,24758,2503,44,8.8,361,83,0,6,13,4,66,6,1,0,2,0,1,1,0,0,0,1
4205609024,1,27853,2640,48,9.6,370,68,0,12,7,16,43,11,0,0,0,0,0,0,0,0,0,1,0,24460,3755,46,9.2,350,73,0,7,12,10,36,13,1,0,2,1,0,1,0,1,1,0
4201063474,0,27861,3986,46,9.2,341,66,0,13,8,14,38,8,0,0,0,0,0,0,0,1,1,1,1,24430,4490,48,9.6,397,71,0,8,13,4,33,11,1,0,1,0,0,1,0,0,0,0
4201002719,0,24939,3534,46,9.2,368,87,0,6,11,5,35,9,0,0,1,1,0,0,0,0,0,1,1,27006,1733,47,9.4,402,82,0,11,6,16,40,11,1,0,1,0,0,1,0,1,2,0
4200860184,1,27513,3605,48,9.6,380,81,0,12,9,12,34,9,1,0,1,0,1,0,0,1,2,1,0,27324,3119,46,9.2,386,82,0,9,12,9,32,12,0,0,1,0,1,0,0,0,0,0
4191943697,0,25213,1333,47,9.4,440,81,0,5,2,7,31,13,0,0,0,0,0,0,0,0,1,0,1,23505,3620,47,9.4,431,92,0,2,5,0,29,13,0,0,0,0,0,0,0,1,1,1
4191827488,0,28087,2502,46,9.2,324,73,0,16,20,18,23,11,0,0,0,0,0,0,0,1,2,1,1,29490,2405,48,9.6,326,76,0,20,16,26,36,6,1,0,1,0,0,1,0,0,0,0
4186297500,1,24522,2931,46,9.2,399,91,0,5,7,9,42,16,1,0,1,1,0,0,0,0,0,1,0,25492,3737,46,9.2,412,80,0,7,5,7,48,17,0,0,1,0,0,1,0,1,1,0
4186224914,1,29367,2272,46,9.2,330,91,0,17,17,22,26,16,1,0,1,0,0,1,0,1,1,1,0,28813,3803,45,9,353,66,0,17,17,28,41,11,0,0,2,1,1,0,0,0,1,0
4186016838,1,26471,3456,45,9,371,76,0,12,6,26,73,12,0,0,0,0,0,0,0,1,1,1,0,23498,3878,43,8.6,339,87,0,6,12,13,72,13,0,0,0,0,0,0,0,0,1,0
4185880938,1,26593,2145,47,9.4,418,84,0,9,7,14,39,15,0,0,0,0,0,0,0,1,2,1,0,23856,3511,45,9,363,79,0,7,9,9,115,9,0,0,0,0,0,0,0,0,0,0
4183509170,1,27133,7048,47,9.4,341,90,0,10,11,14,29,15,0,0,0,0,0,0,0,0,0,0,0,28290,5045,48,9.6,356,91,0,11,10,17,101,12,1,0,2,1,1,0,0,1,2,1
4183404231,1,25164,1999,45,9,382,87,0,7,16,11,28,12,0,0,0,0,0,0,0,0,0,0,0,31109,3249,47,9.4,378,100,0,16,7,21,34,11,1,0,3,1,1,1,0,1,2,1
4169877994,1,27933,3263,47,9.4,393,82,0,11,4,13,36,13,0,0,1,0,0,1,0,1,2,1,0,23952,2722,45,9,388,80,0,4,11,10,31,8,1,0,1,0,1,0,0,0,0,0
4169807983,1,29457,3482,50,10,407,94,0,11,7,16,64,37,1,0,2,0,1,1,0,1,2,0,0,23766,2131,45,9,336,78,0,7,11,8,121,11,0,0,0,0,0,0,0,0,0,1
4169722149,1,29223,1908,47,9.4,361,57,0,20,11,29,35,11,0,0,0,0,0,0,0,1,1,0,0,26195,5370,45,9,323,92,0,11,20,21,31,14,0,0,0,0,0,0,0,0,0,1
4169630150,1,28651,5836,50,10,425,112,0,10,2,16,78,17,0,0,0,0,0,0,0,1,2,0,0,22177,2602,42,8.4,387,70,0,2,10,2,74,17,1,0,3,1,1,1,0,0,0,1
4163513474,0,22346,2071,43,8.6,365,70,0,4,14,6,33,12,0,0,0,0,0,0,0,1,1,0,1,30877,1382,47,9.4,342,87,0,14,4,24,38,8,1,0,4,1,2,1,0,0,1,1
4161051062,0,24775,4510,46,9.2,392,87,0,7,5,10,30,9,0,0,1,0,0,1,0,1,1,1,1,25916,1887,47,9.4,413,88,0,5,7,7,29,11,1,0,1,0,0,1,0,0,1,0
4160473191,0,24700,2863,44,8.8,346,64,0,6,13,10,57,11,1,0,1,0,1,0,0,0,0,1,1,26430,3851,46,9.2,367,84,0,13,6,13,41,16,0,0,1,0,0,1,0,1,1,0
4158940409,0,26200,3640,48,9.6,386,92,0,10,8,14,40,9,0,0,0,0,0,0,0,0,0,1,1,24927,4787,46,9.2,410,96,0,8,10,6,43,12,0,0,0,0,0,0,0,1,2,0
4158792026,1,27996,2876,47,9.4,359,90,0,10,10,10,27,11,0,0,1,0,1,0,0,1,2,1,0,27025,3012,47,9.4,380,85,0,10,10,13,48,8,1,0,1,0,0,1,0,0,0,0
4158690093,0,25303,1603,46,9.2,392,80,0,8,14,11,43,11,0,0,0,0,0,0,0,0,0,0,1,27878,6808,48,9.6,382,83,0,14,8,20,55,10,0,0,0,0,0,0,0,1,2,0
4150560544,0,22318,3218,46,9.2,390,116,0,1,9,3,35,18,0,0,0,0,0,0,0,1,1,0,1,27062,3402,47,9.4,410,84,0,9,1,11,39,12,1,0,1,1,0,0,0,0,1,1
4150339701,1,29489,3599,47,9.4,358,75,0,16,13,18,30,6,1,0,2,0,1,1,0,1,2,1,0,26844,1150,47,9.4,325,54,0,13,16,22,114,11,0,0,0,0,0,0,0,0,0,0
4150233255,0,24214,1934,45,9,401,85,0,6,15,6,66,13,0,0,0,0,0,0,0,0,0,0,1,29486,2126,47,9.4,401,100,0,15,6,31,37,17,1,0,1,0,0,1,0,1,2,1
4150072840,1,28141,5911,46,9.2,358,67,0,14,7,19,32,9,1,0,1,0,0,1,0,0,0,0,0,23122,1822,45,9,357,72,0,7,14,7,32,12,0,0,0,0,0,0,0,1,2,0
4141879503,1,28821,3496,49,9.8,457,88,0,9,4,11,45,19,1,0,2,0,1,1,0,1,1,1,0,22466,2296,47,9.4,378,85,0,4,9,6,110,13,0,0,0,0,0,0,0,0,1,0
4141756373,0,4241,2241,11,2.2,41,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,5329,2829,13,2.6,46,16,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0
4141536785,0,24359,3559,47,9.4,371,81,0,8,12,7,33,3,0,0,0,0,0,0,0,1,1,0,1,28582,4712,49,9.8,422,81,0,12,8,14,43,15,1,0,1,0,1,0,0,0,1,1
4139317309,0,22830,2115,45,9,370,82,0,2,12,3,41,12,0,0,1,0,1,0,0,1,2,1,1,27773,2670,47,9.4,400,74,0,12,2,21,35,21,1,0,1,0,0,1,0,0,0,0
4137337572,0,25855,3188,44,8.8,362,67,0,6,16,8,38,16,1,0,2,0,1,1,0,0,0,0,1,29156,4761,49,9.8,375,105,0,16,6,20,58,9,0,0,1,0,0,1,0,1,1,1
4137221905,1,25898,2488,46,9.2,385,91,0,5,7,9,35,11,0,0,1,0,1,0,0,0,0,0,0,26678,2973,47,9.4,391,95,0,7,5,8,56,19,1,0,3,1,0,2,0,1,2,1
4136497029,0,25069,3094,44,8.8,368,86,0,7,14,9,73,13,0,0,0,0,0,0,0,0,0,0,1,28412,1642,47,9.4,350,74,0,14,7,28,74,14,1,0,1,0,0,1,0,1,1,1
4135625642,0,23376,6086,46,9.2,361,78,0,7,12,9,62,8,0,0,0,0,0,0,0,1,2,0,1,26525,3590,47,9.4,335,66,0,12,7,18,109,13,1,0,1,1,0,0,0,0,0,1
4135631513,0,21530,2410,43,8.6,316,89,0,2,10,3,62,11,0,0,0,0,0,0,0,0,0,1,1,27137,2122,47,9.4,379,82,0,10,2,9,106,11,1,0,2,1,0,1,0,1,1,0
4135503804,1,25016,3816,47,9.4,386,74,0,8,8,9,42,8,0,0,0,0,0,0,0,0,0,0,0,26470,1780,47,9.4,385,104,0,8,8,12,26,12,1,0,1,0,0,1,0,1,1,1
4135463990,1,26675,2850,46,9.2,384,87,0,7,5,12,28,9,0,0,1,0,0,1,0,0,0,1,0,23378,1660,44,8.8,374,92,0,5,7,5,28,7,1,0,1,0,1,0,0,1,1,0
4132750156,1,29741,5101,49,9.8,372,83,0,14,6,21,39,15,1,0,2,0,2,0,0,1,2,1,0,23131,2563,43,8.6,346,82,0,6,14,8,36,10,0,0,1,0,0,1,0,0,0,0
4132662255,0,23293,3333,44,8.8,351,74,0,6,11,8,28,11,0,0,0,0,0,0,0,0,0,0,1,27774,3099,45,9,342,82,0,11,6,17,34,10,1,0,2,0,1,1,0,1,2,1
4131438536,0,27631,1710,44,8.8,387,67,0,10,14,12,39,8,0,0,1,1,0,0,0,0,0,1,1,29114,5954,47,9.4,373,79,0,14,10,25,39,17,1,0,4,1,2,1,0,1,2,0
4131349884,0,28231,5556,46,9.2,336,75,0,15,11,26,37,9,0,0,0,0,0,0,0,0,0,0,1,25438,3943,44,8.8,336,72,0,11,15,16,35,9,1,0,1,0,0,1,0,1,2,0
4131228269,1,28276,3076,49,9.8,411,81,0,11,5,16,84,15,1,0,2,0,1,1,0,1,1,1,0,24113,1890,45,9,386,88,0,5,11,13,28,21,0,0,0,0,0,0,0,0,0,0
4131183383,1,33372,2947,49,9.8,373,87,0,24,12,20,32,9,1,0,1,0,0,1,0,0,1,1,0,26161,2291,44,8.8,296,74,0,12,24,16,61,8,0,0,2,1,1,0,0,1,1,0
4130838785,1,32930,3180,48,9.6,387,85,0,22,6,25,30,16,1,0,3,1,1,1,0,0,1,1,0,24027,3197,43,8.6,349,76,0,6,22,6,140,5,0,0,0,0,0,0,0,1,1,0
4127304820,1,26047,1692,46,9.2,359,79,0,9,6,10,31,8,1,0,1,0,0,1,0,1,2,1,0,22949,2444,44,8.8,326,70,0,6,9,8,27,6,0,0,0,0,0,0,0,0,0,0
4127195860,1,28620,2913,46,9.2,333,65,0,16,12,19,36,15,0,0,0,0,0,0,0,0,0,0,0,26092,3632,46,9.2,333,100,0,12,16,18,39,13,1,0,1,0,0,1,0,1,2,1
4127134706,0,21885,1925,44,8.8,323,78,0,4,12,4,118,4,0,0,0,0,0,0,0,0,0,0,1,30523,2563,48,9.6,419,108,0,12,4,20,30,13,1,0,3,1,1,1,0,1,2,1
4127017961,0,24540,2580,46,9.2,393,103,0,4,6,3,30,8,0,0,0,0,0,0,0,1,1,0,1,26630,3442,48,9.6,403,96,0,6,4,6,209,10,1,0,1,0,1,0,0,0,1,1
4126859718,0,23312,2902,46,9.2,391,94,0,5,9,6,27,9,0,0,0,0,0,0,0,0,1,0,1,26222,3632,47,9.4,416,86,0,9,5,11,106,10,1,0,1,1,0,0,0,1,1,1
4126778547,0,26774,3144,45,9,323,75,0,12,21,18,72,13,0,0,0,0,0,0,0,0,0,1,1,31413,2583,49,9.8,360,90,0,21,12,29,36,13,1,0,1,0,0,1,0,1,2,0
4126741986,0,26436,2121,47,9.4,357,86,0,10,17,16,68,8,0,0,0,0,0,0,0,0,0,1,1,28779,4599,49,9.8,353,86,0,17,10,27,31,13,1,0,1,0,0,1,0,1,1,0
4126486529,0,26310,2587,45,9,318,89,0,10,18,9,40,7,1,0,1,0,0,1,0,0,0,1,1,27892,3442,46,9.2,308,76,0,18,10,18,73,9,0,0,1,0,0,1,0,1,2,0
4125363745,1,28125,1624,49,9.8,396,80,0,14,7,20,27,8,1,0,1,1,0,0,0,1,1,0,0,24045,5290,45,9,348,74,0,7,14,16,36,6,0,0,0,0,0,0,0,0,0,1
4125243537,0,26036,4421,47,9.4,389,92,0,6,9,8,33,10,1,0,1,0,0,1,0,1,1,1,1,26214,5619,47,9.4,367,92,0,9,6,11,190,10,0,0,2,0,1,1,0,0,1,0
4125181013,0,26762,797,43,8.6,320,89,0,7,19,8,28,16,1,0,2,0,2,0,0,0,0,1,1,30261,1943,50,10,392,70,0,19,7,34,41,13,0,0,2,1,0,1,0,1,1,0
4124979926,0,23121,2311,44,8.8,378,69,0,6,17,7,28,14,0,0,0,0,0,0,0,0,0,0,1,31390,2810,48,9.6,374,95,0,17,6,28,63,16,1,0,2,1,0,1,0,1,1,0
4124953438,1,29268,3938,47,9.4,403,77,0,10,11,12,33,18,1,0,3,2,0,1,0,0,1,1,0,25725,1180,46,9.2,315,91,0,11,10,18,50,14,0,0,0,0,0,0,0,1,1,0
4124850963,1,31057,6707,47,9.4,399,88,0,15,12,16,73,10,0,0,1,0,0,1,0,1,1,1,0,25465,2580,45,9,276,72,0,12,15,17,33,12,1,0,2,1,1,0,0,0,1,0
4124417063,1,26955,1905,45,9,351,92,0,12,6,15,31,12,1,0,1,0,0,1,0,1,2,1,0,23548,1895,45,9,368,83,0,6,12,4,32,9,0,0,0,0,0,0,0,0,0,0
4124110363,1,26429,4164,45,9,368,81,0,10,7,21,78,14,0,0,1,0,1,0,0,1,1,1,0,26544,4174,45,9,403,99,0,7,10,10,72,15,1,0,2,0,0,2,0,0,1,0
4124060029,0,26127,2447,44,8.8,339,71,0,10,14,16,57,13,0,0,1,0,0,1,0,0,0,0,1,30317,3274,45,9,368,89,0,14,10,18,72,21,1,0,3,0,2,1,0,1,2,1
4120640812,1,24319,854,43,8.6,334,69,0,10,10,12,35,7,0,0,0,0,0,0,0,1,2,0,0,26720,5505,46,9.2,354,91,0,10,10,8,30,9,1,0,2,1,1,0,0,0,0,1
4120513018,1,25456,4648,49,9.8,430,87,0,6,2,11,67,15,0,0,0,0,0,0,0,1,1,0,0,22809,1901,45,9,400,97,0,2,6,2,89,17,0,0,0,0,0,0,0,0,1,1
4120336083,1,24756,2621,45,9,351,89,0,7,7,14,42,9,0,0,0,0,0,0,0,1,1,1,0,26043,2913,47,9.4,399,84,0,7,7,12,31,16,1,0,2,0,1,1,0,0,1,0
4120244000,0,26762,5182,47,9.4,408,90,0,5,9,10,35,7,1,0,1,1,0,0,0,1,1,1,1,27746,3028,48,9.6,432,107,0,9,5,11,172,16,0,0,2,0,1,1,0,0,1,0
4118590836,1,26357,4287,48,9.6,407,104,0,8,4,16,162,12,0,0,0,0,0,0,0,0,1,1,0,23216,1391,45,9,386,86,0,4,8,5,33,9,0,0,0,0,0,0,0,1,1,0
4118495113,0,23867,2322,45,9,340,93,0,6,17,8,35,5,0,0,0,0,0,0,0,0,0,0,1,29910,2835,50,10,385,94,0,17,6,17,25,11,1,0,2,1,0,1,0,1,2,1
4118432488,0,28492,2360,44,8.8,371,68,0,12,16,23,45,11,0,0,0,0,0,0,0,0,0,1,1,28624,2634,45,9,351,61,0,16,12,23,181,16,1,0,2,0,1,1,0,1,2,0
4118306793,0,27465,665,47,9.4,365,77,0,12,4,20,35,13,0,0,1,0,1,0,0,1,1,0,1,25223,3348,44,8.8,413,88,0,4,12,8,39,12,1,0,2,1,0,1,0,0,0,1
4105344112,0,23234,1424,45,9,323,53,0,8,18,10,32,10,0,0,0,0,0,0,0,0,0,0,1,31623,4085,49,9.8,392,92,0,18,8,21,50,10,1,0,3,2,1,0,0,1,1,1
4104917522,1,25241,1898,45,9,378,80,0,9,9,9,81,14,0,0,0,0,0,0,0,0,0,1,0,26682,3527,47,9.4,422,94,0,9,9,10,89,26,1,0,1,0,0,1,0,1,1,0
4104540446,0,24541,3993,45,9,392,98,0,3,7,1,26,9,1,0,1,0,1,0,0,0,0,1,1,25405,3230,46,9.2,380,90,0,7,3,12,32,9,0,0,1,0,0,1,0,1,2,0
4104397715,0,26228,4018,43,8.6,336,89,0,11,9,11,31,11,0,0,1,0,0,1,0,1,1,0,1,27943,598,45,9,378,87,0,9,11,13,61,12,1,0,3,1,1,1,0,0,0,1
4241563962,0,26411,2441,47,9.4,382,104,0,8,17,12,28,12,0,0,0,0,0,0,0,0,0,1,1,29299,4899,48,9.6,382,75,0,17,8,24,33,10,1,0,1,0,1,0,0,1,2,0
4241451592,0,29416,2526,45,9,315,88,0,15,13,28,93,16,1,0,1,1,0,0,0,1,1,1,1,28720,2000,46,9.2,358,69,0,13,15,20,33,12,0,0,2,0,1,1,0,0,1,0
4240992890,1,29470,3297,48,9.6,349,92,0,15,9,18,26,4,1,0,1,1,0,0,0,1,1,1,0,24576,3396,46,9.2,348,80,0,9,15,9,29,8,0,0,1,0,1,0,0,0,0,0
4240660159,1,31941,3786,48,9.6,377,96,0,15,4,15,33,12,1,0,2,1,1,0,0,1,2,1,0,21813,2263,42,8.4,324,52,0,4,15,3,68,11,0,0,1,0,0,1,0,0,0,0
4240354239,1,28712,4400,48,9.6,349,90,0,13,9,12,27,9,1,0,2,0,1,1,0,0,0,1,0,23622,2672,44,8.8,279,74,0,9,13,18,24,7,0,0,0,0,0,0,0,1,1,0
4240138715,0,28105,2690,45,9,358,66,0,12,11,8,33,6,1,0,3,1,1,1,0,0,0,1,1,27175,1905,47,9.4,357,117,0,11,12,8,27,11,0,0,1,0,1,0,0,1,2,0
4239979256,0,25558,2533,46,9.2,309,73,0,12,15,10,26,9,0,0,0,0,0,0,0,1,2,0,1,28810,3250,49,9.8,346,93,0,15,12,17,29,11,1,0,1,1,0,0,0,0,0,1
4239909363,1,25957,2482,46,9.2,379,66,0,10,5,11,32,15,0,0,1,0,1,0,0,0,0,0,0,25742,3852,45,9,378,86,0,5,10,6,43,5,1,0,1,0,0,1,0,1,2,1
4239844329,0,24994,3541,46,9.2,383,88,0,6,12,10,27,15,0,0,0,0,0,0,0,1,1,0,1,29173,3409,46,9.2,361,64,0,12,6,15,44,8,1,0,3,1,1,1,0,0,1,1
4237076217,1,28716,3995,46,9.2,372,65,0,15,5,15,34,14,1,0,2,1,0,1,0,0,1,1,0,23888,3338,45,9,359,96,0,5,15,4,98,9,0,0,0,0,0,0,0,1,1,0
4236209362,1,32187,9137,46,9.2,335,65,0,21,11,36,52,7,1,0,2,1,0,1,0,1,1,1,0,24175,2925,43,8.6,296,54,0,11,21,10,34,8,0,0,0,0,0,0,0,0,0,0
4236142587,0,25638,2773,46,9.2,360,82,0,7,11,7,39,11,1,0,1,0,1,0,0,0,0,1,1,26227,2824,46,9.2,388,84,0,11,7,13,32,14,0,0,1,1,0,0,0,1,2,0
4235811213,1,26020,3475,46,9.2,348,80,0,13,8,13,51,17,0,0,0,0,0,0,0,1,2,0,0,27396,2776,46,9.2,404,86,0,8,13,10,41,14,1,0,1,0,1,0,0,0,0,1
4235211937,1,25108,3063,46,9.2,389,79,0,7,9,9,27,4,0,0,0,0,0,0,0,0,0,0,0,27747,4387,48,9.6,418,104,0,9,7,7,27,6,1,0,1,0,1,0,0,1,1,1
4235038935,0,26092,3727,47,9.4,395,93,0,7,4,10,30,7,0,0,1,0,0,1,0,1,1,0,1,25711,3451,47,9.4,386,122,0,4,7,7,67,7,1,0,1,0,1,0,0,0,0,1
4233009853,0,29059,3009,50,10,424,100,0,12,10,12,44,13,1,0,2,0,0,2,0,1,2,1,1,28028,4038,48,9.6,420,74,0,10,12,15,88,12,0,0,1,0,1,0,0,0,0,0
4233011399,0,25121,4486,45,9,447,92,0,2,6,4,33,15,1,0,1,0,0,1,0,0,0,0,1,24374,2412,45,9,379,85,0,6,2,10,35,9,0,0,0,0,0,0,0,1,2,1
4232843469,1,31311,1916,48,9.6,366,64,0,21,9,24,44,10,1,0,1,1,0,0,0,1,1,1,0,25030,2285,45,9,344,79,0,9,21,13,31,10,0,0,0,0,0,0,0,0,0,0
4232833087,1,32401,5666,51,10.2,438,70,0,17,5,23,38,15,1,0,1,0,0,1,0,0,0,1,0,24239,2624,46,9.2,379,115,0,5,17,8,43,13,0,0,2,1,1,0,0,1,1,0
4232673227,1,30337,2787,46,9.2,371,69,0,14,11,20,25,14,0,0,2,0,1,1,0,0,0,1,0,26448,3133,47,9.4,385,68,0,11,14,10,31,5,1,0,1,0,1,0,0,1,1,0
4232304535,1,25815,2005,47,9.4,401,82,0,8,9,13,54,12,0,0,0,0,0,0,0,1,1,1,0,25164,3187,47,9.4,367,77,0,9,8,17,113,9,0,0,0,0,0,0,0,0,0,0
4232135489,0,24605,4950,44,8.8,340,68,0,10,12,18,42,16,0,0,0,0,0,0,0,0,1,0,1,26732,3989,46,9.2,409,72,0,12,10,9,37,10,1,0,1,0,1,0,0,1,1,1
4231892073,1,28400,2785,46,9.2,326,96,0,15,5,23,87,10,1,0,2,1,1,0,0,0,0,1,0,22966,1956,44,8.8,344,70,0,5,15,8,42,11,0,0,0,0,0,0,0,1,2,0
4231554212,1,32932,5942,50,10,384,111,0,18,11,16,37,4,1,0,4,2,1,1,0,0,0,1,0,26048,3143,46,9.2,365,85,0,11,18,11,28,12,0,0,0,0,0,0,0,1,1,0
4231481467,0,26163,2843,46,9.2,341,80,0,12,17,11,52,19,0,0,0,0,0,0,0,0,1,1,1,29930,2174,48,9.6,380,76,0,17,12,15,34,10,1,0,1,0,1,0,0,1,1,0
4231151563,0,22641,2171,43,8.6,279,72,0,7,13,10,33,14,0,0,0,0,0,0,0,0,0,0,1,30383,2523,48,9.6,382,100,0,13,7,14,67,8,1,0,3,1,1,1,0,1,1,1
4230942397,0,26411,3416,46,9.2,369,56,0,9,11,6,42,15,1,0,2,0,1,1,0,1,1,1,1,25850,4025,46,9.2,359,87,0,11,9,9,33,14,0,0,0,0,0,0,0,0,0,0
4230915010,0,23260,2280,44,8.8,352,77,0,6,16,4,92,17,0,0,0,0,0,0,0,0,0,0,1,27918,2928,44,8.8,332,62,0,16,6,28,77,17,1,0,1,0,0,1,0,1,1,1
4230204841,1,28810,5085,48,9.6,424,105,0,9,5,8,45,15,1,0,2,1,1,0,0,1,1,1,0,23688,4388,44,8.8,370,69,0,5,9,8,38,5,0,0,0,0,0,0,0,0,0,0
4229975726,1,31347,3132,49,9.8,361,85,0,22,6,30,31,7,1,0,1,1,0,0,0,1,1,1,0,23081,2676,43,8.6,382,50,0,6,22,3,22,4,0,0,0,0,0,0,0,0,0,0
